timestamp,sensor_id,location,temperature,humidity
2025-10-25 12:49:19,sensor_C,warehouse_1,20.19,35.0
2025-10-25 12:49:20,sensor_E,warehouse_2,26.38,44.36
2025-10-25 12:49:22,sensor_D,warehouse_1,18.16,38.32
2025-10-25 12:49:23,sensor_E,warehouse_1,19.3,47.42
2025-10-25 12:49:24,sensor_C,office_floor_2,23.96,61.53
2025-10-25 12:49:25,sensor_A,warehouse_1,20.77,56.58
2025-10-25 12:49:26,sensor_B,office_floor_1,18.6,57.42
2025-10-25 12:49:28,sensor_B,warehouse_1,42.48,42.59
2025-10-25 12:49:29,sensor_B,datacenter,38.28,33.95
2025-10-25 12:49:30,sensor_C,office_floor_1,23.88,66.62
2025-10-25 12:49:31,sensor_D,warehouse_2,20.58,61.95
2025-10-25 12:49:32,sensor_B,warehouse_2,25.1,47.41
2025-10-25 12:49:34,sensor_D,office_floor_2,20.03,30.46
2025-10-25 12:49:35,sensor_E,office_floor_2,38.1,31.49
2025-10-25 12:49:36,sensor_A,office_floor_2,27.34,48.57
2025-10-25 12:49:37,sensor_D,warehouse_1,22.44,34.6
2025-10-25 12:49:38,sensor_D,warehouse_2,26.17,49.91
2025-10-25 12:49:40,sensor_C,warehouse_2,21.87,67.16
2025-10-25 12:49:41,sensor_D,datacenter,18.77,33.86
2025-10-25 12:49:42,sensor_A,datacenter,20.05,41.29
2025-10-25 12:49:43,sensor_E,warehouse_1,26.11,65.53
2025-10-25 12:49:44,sensor_B,office_floor_2,21.06,33.07
2025-10-25 12:49:46,sensor_C,datacenter,23.51,37.45
2025-10-25 12:49:47,sensor_C,warehouse_1,26.76,30.98
2025-10-25 12:49:48,sensor_A,office_floor_1,22.96,48.93
2025-10-25 12:49:49,sensor_E,office_floor_1,20.93,42.4
2025-10-25 12:49:50,sensor_D,office_floor_1,27.84,31.98
2025-10-25 12:49:52,sensor_C,warehouse_2,25.77,62.82
2025-10-25 12:49:53,sensor_C,office_floor_2,36.79,30.38
2025-10-25 12:49:54,sensor_B,warehouse_2,26.77,46.34
2025-10-25 12:49:55,sensor_B,warehouse_1,27.89,40.73
2025-10-25 12:49:56,sensor_A,warehouse_2,39.76,42.98
2025-10-25 12:49:58,sensor_D,office_floor_1,18.91,62.34
2025-10-25 12:49:59,sensor_B,office_floor_2,21.08,36.09
2025-10-25 12:50:00,sensor_E,datacenter,18.66,55.67
2025-10-25 12:50:01,sensor_B,office_floor_1,24.41,43.97
2025-10-25 12:50:02,sensor_A,warehouse_1,24.35,59.59
2025-10-25 12:50:04,sensor_B,warehouse_2,25.22,65.48
2025-10-25 12:50:05,sensor_A,datacenter,18.02,51.28
2025-10-25 12:50:06,sensor_E,datacenter,22.15,64.44
2025-10-25 12:50:07,sensor_D,datacenter,27.35,48.11
2025-10-25 12:50:08,sensor_D,office_floor_2,22.45,40.43
2025-10-25 12:50:10,sensor_E,warehouse_2,26.32,61.54
2025-10-25 12:50:11,sensor_B,warehouse_1,24.64,61.72
2025-10-25 12:50:12,sensor_A,datacenter,19.83,69.38
2025-10-25 12:50:13,sensor_C,warehouse_1,23.06,51.5
2025-10-25 12:50:14,sensor_D,warehouse_1,23.51,43.08
2025-10-25 12:50:16,sensor_C,datacenter,22.16,65.9
2025-10-25 12:50:17,sensor_B,office_floor_1,27.7,38.52
2025-10-25 12:50:18,sensor_B,office_floor_1,22.29,59.91
