timestamp,sensor_id,location,temperature,humidity
2025-10-25 13:53:19,sensor_A,warehouse_2,25.86,55.39
2025-10-25 13:53:20,sensor_C,warehouse_1,27.47,35.17
2025-10-25 13:53:22,sensor_A,datacenter,18.54,31.09
2025-10-25 13:53:23,sensor_D,office_floor_2,27.2,32.86
2025-10-25 13:53:24,sensor_E,warehouse_2,22.59,68.83
2025-10-25 13:53:25,sensor_D,datacenter,22.2,49.87
2025-10-25 13:53:26,sensor_C,datacenter,21.14,63.87
2025-10-25 13:53:28,sensor_E,office_floor_1,26.46,30.44
2025-10-25 13:53:29,sensor_C,office_floor_1,27.35,48.5
2025-10-25 13:53:30,sensor_D,datacenter,20.22,43.97
2025-10-25 13:53:31,sensor_E,warehouse_1,19.28,56.49
2025-10-25 13:53:32,sensor_C,office_floor_1,24.97,43.53
2025-10-25 13:53:34,sensor_C,office_floor_2,24.94,63.61
2025-10-25 13:53:35,sensor_A,datacenter,24.3,34.48
2025-10-25 13:53:36,sensor_D,warehouse_2,27.64,38.87
2025-10-25 13:53:37,sensor_B,warehouse_1,44.18,33.46
2025-10-25 13:53:38,sensor_D,office_floor_2,25.79,62.7
2025-10-25 13:53:40,sensor_A,office_floor_2,22.3,43.42
2025-10-25 13:53:41,sensor_C,office_floor_1,24.31,41.71
2025-10-25 13:53:42,sensor_A,warehouse_2,36.03,63.52
2025-10-25 13:53:43,sensor_D,office_floor_1,18.04,38.13
2025-10-25 13:53:44,sensor_C,office_floor_2,19.16,58.05
2025-10-25 13:53:46,sensor_A,warehouse_1,22.19,38.96
2025-10-25 13:53:47,sensor_D,datacenter,23.67,46.91
2025-10-25 13:53:48,sensor_B,warehouse_1,22.55,62.39
2025-10-25 13:53:49,sensor_E,datacenter,25.28,58.38
2025-10-25 13:53:50,sensor_D,datacenter,24.97,33.01
2025-10-25 13:53:52,sensor_E,warehouse_2,20.86,62.13
2025-10-25 13:53:53,sensor_C,warehouse_2,21.37,63.34
2025-10-25 13:53:54,sensor_D,office_floor_1,19.16,56.21
2025-10-25 13:53:55,sensor_A,datacenter,24.65,36.45
2025-10-25 13:53:56,sensor_C,datacenter,21.9,69.31
2025-10-25 13:53:58,sensor_A,warehouse_2,19.05,60.53
2025-10-25 13:53:59,sensor_E,warehouse_1,23.53,44.51
2025-10-25 13:54:00,sensor_E,warehouse_1,22.04,55.73
2025-10-25 13:54:01,sensor_D,office_floor_2,20.85,39.78
2025-10-25 13:54:02,sensor_B,office_floor_2,19.03,33.55
2025-10-25 13:54:04,sensor_D,warehouse_1,27.24,51.96
2025-10-25 13:54:05,sensor_C,warehouse_1,43.79,51.5
2025-10-25 13:54:06,sensor_C,office_floor_1,18.34,34.54
2025-10-25 13:54:07,sensor_C,datacenter,35.32,52.31
2025-10-25 13:54:08,sensor_E,warehouse_2,24.03,40.24
2025-10-25 13:54:10,sensor_A,warehouse_2,24.43,67.84
2025-10-25 13:54:11,sensor_B,office_floor_1,23.57,42.29
2025-10-25 13:54:12,sensor_A,office_floor_1,25.39,45.27
2025-10-25 13:54:13,sensor_B,datacenter,21.86,67.66
2025-10-25 13:54:14,sensor_A,warehouse_2,18.08,61.99
2025-10-25 13:54:16,sensor_D,office_floor_1,23.11,57.69
2025-10-25 13:54:17,sensor_D,office_floor_2,23.76,39.17
2025-10-25 13:54:18,sensor_B,datacenter,23.7,52.02
