timestamp,sensor_id,location,temperature,humidity
2025-10-25 13:04:19,sensor_D,warehouse_2,27.27,56.33
2025-10-25 13:04:20,sensor_E,datacenter,25.08,68.68
2025-10-25 13:04:22,sensor_D,datacenter,26.89,58.91
2025-10-25 13:04:23,sensor_A,datacenter,25.94,46.92
2025-10-25 13:04:24,sensor_E,warehouse_1,20.64,47.25
2025-10-25 13:04:25,sensor_B,warehouse_1,19.6,54.53
2025-10-25 13:04:26,sensor_C,datacenter,26.18,46.44
2025-10-25 13:04:28,sensor_C,warehouse_1,19.64,54.17
2025-10-25 13:04:29,sensor_B,datacenter,19.53,62.03
2025-10-25 13:04:30,sensor_D,warehouse_1,20.58,50.17
2025-10-25 13:04:31,sensor_E,warehouse_2,25.79,40.76
2025-10-25 13:04:32,sensor_B,warehouse_2,20.65,35.65
2025-10-25 13:04:34,sensor_A,office_floor_1,27.16,48.41
2025-10-25 13:04:35,sensor_E,datacenter,18.26,31.08
2025-10-25 13:04:36,sensor_C,warehouse_1,20.5,58.43
2025-10-25 13:04:37,sensor_D,warehouse_1,22.5,52.02
2025-10-25 13:04:38,sensor_B,warehouse_2,20.94,43.66
2025-10-25 13:04:40,sensor_E,warehouse_2,42.1,61.15
2025-10-25 13:04:41,sensor_B,warehouse_1,23.28,40.66
2025-10-25 13:04:42,sensor_B,warehouse_1,25.28,40.57
2025-10-25 13:04:43,sensor_B,datacenter,22.95,53.56
2025-10-25 13:04:44,sensor_B,office_floor_2,23.59,38.58
2025-10-25 13:04:46,sensor_A,office_floor_2,19.77,69.49
2025-10-25 13:04:47,sensor_E,warehouse_2,19.35,33.14
2025-10-25 13:04:48,sensor_E,datacenter,25.77,46.2
2025-10-25 13:04:49,sensor_A,warehouse_2,22.15,60.82
2025-10-25 13:04:50,sensor_D,warehouse_1,24.95,68.24
2025-10-25 13:04:52,sensor_B,datacenter,19.51,64.68
2025-10-25 13:04:53,sensor_D,datacenter,23.3,69.54
2025-10-25 13:04:54,sensor_E,office_floor_2,20.12,59.36
2025-10-25 13:04:55,sensor_B,office_floor_2,23.19,47.89
2025-10-25 13:04:56,sensor_E,warehouse_2,19.86,34.31
2025-10-25 13:04:58,sensor_D,office_floor_2,18.64,64.07
2025-10-25 13:04:59,sensor_C,warehouse_2,23.37,59.35
2025-10-25 13:05:00,sensor_D,datacenter,20.07,33.85
2025-10-25 13:05:01,sensor_B,datacenter,24.34,33.26
2025-10-25 13:05:02,sensor_B,datacenter,21.79,37.63
2025-10-25 13:05:04,sensor_E,office_floor_2,18.18,53.63
2025-10-25 13:05:05,sensor_C,office_floor_2,20.24,34.46
2025-10-25 13:05:06,sensor_C,warehouse_1,21.96,58.1
2025-10-25 13:05:07,sensor_A,datacenter,20.78,68.88
2025-10-25 13:05:08,sensor_B,office_floor_1,25.7,62.9
2025-10-25 13:05:10,sensor_D,office_floor_2,22.94,51.58
2025-10-25 13:05:11,sensor_D,datacenter,25.44,61.32
2025-10-25 13:05:12,sensor_E,warehouse_2,21.13,62.66
2025-10-25 13:05:13,sensor_A,office_floor_1,23.22,47.28
2025-10-25 13:05:14,sensor_D,office_floor_1,20.98,66.1
2025-10-25 13:05:16,sensor_C,datacenter,18.45,46.02
2025-10-25 13:05:17,sensor_C,warehouse_1,41.53,49.53
2025-10-25 13:05:18,sensor_A,warehouse_1,23.46,48.76
