timestamp,sensor_id,location,temperature,humidity
2025-10-25 14:16:19,sensor_C,warehouse_2,24.39,69.12
2025-10-25 14:16:20,sensor_D,datacenter,26.9,41.16
2025-10-25 14:16:22,sensor_C,office_floor_2,23.94,33.26
2025-10-25 14:16:23,sensor_A,warehouse_1,20.06,48.0
2025-10-25 14:16:24,sensor_A,datacenter,19.31,67.27
2025-10-25 14:16:25,sensor_C,office_floor_2,19.53,31.64
2025-10-25 14:16:26,sensor_B,datacenter,22.76,30.96
2025-10-25 14:16:28,sensor_A,office_floor_2,24.55,52.84
2025-10-25 14:16:29,sensor_D,datacenter,26.13,37.89
2025-10-25 14:16:30,sensor_D,office_floor_2,26.42,31.07
2025-10-25 14:16:31,sensor_C,office_floor_1,22.95,59.03
2025-10-25 14:16:32,sensor_D,office_floor_2,18.66,38.1
2025-10-25 14:16:34,sensor_A,warehouse_2,20.51,54.81
2025-10-25 14:16:35,sensor_A,datacenter,26.85,31.05
2025-10-25 14:16:36,sensor_A,warehouse_2,25.56,56.8
2025-10-25 14:16:37,sensor_A,office_floor_2,22.96,56.02
2025-10-25 14:16:38,sensor_B,warehouse_2,24.39,63.23
2025-10-25 14:16:40,sensor_E,office_floor_2,26.37,33.26
2025-10-25 14:16:41,sensor_A,datacenter,21.19,39.55
2025-10-25 14:16:42,sensor_D,office_floor_2,26.7,65.16
2025-10-25 14:16:43,sensor_C,office_floor_2,24.48,35.6
2025-10-25 14:16:44,sensor_B,warehouse_2,38.42,47.04
2025-10-25 14:16:46,sensor_C,warehouse_1,27.59,45.74
2025-10-25 14:16:47,sensor_C,datacenter,21.78,67.92
2025-10-25 14:16:48,sensor_C,office_floor_2,26.61,39.08
2025-10-25 14:16:49,sensor_B,warehouse_2,21.72,48.24
2025-10-25 14:16:50,sensor_B,warehouse_1,25.25,61.19
2025-10-25 14:16:52,sensor_B,warehouse_1,26.33,39.69
2025-10-25 14:16:53,sensor_D,office_floor_1,22.18,63.67
2025-10-25 14:16:54,sensor_E,office_floor_2,24.82,67.07
2025-10-25 14:16:55,sensor_B,office_floor_2,24.82,51.8
2025-10-25 14:16:56,sensor_B,office_floor_1,27.6,58.97
2025-10-25 14:16:58,sensor_D,warehouse_2,20.23,42.61
2025-10-25 14:16:59,sensor_E,warehouse_2,25.17,68.66
2025-10-25 14:17:00,sensor_A,datacenter,20.61,45.31
2025-10-25 14:17:01,sensor_C,warehouse_2,24.98,45.21
2025-10-25 14:17:02,sensor_E,office_floor_2,24.47,40.64
2025-10-25 14:17:04,sensor_A,office_floor_1,23.61,47.97
2025-10-25 14:17:05,sensor_D,office_floor_1,23.14,42.64
2025-10-25 14:17:06,sensor_C,datacenter,21.11,59.03
2025-10-25 14:17:07,sensor_B,datacenter,22.0,45.35
2025-10-25 14:17:08,sensor_D,warehouse_1,22.83,40.12
2025-10-25 14:17:10,sensor_B,warehouse_1,22.26,36.05
2025-10-25 14:17:11,sensor_D,datacenter,26.58,51.1
2025-10-25 14:17:12,sensor_B,datacenter,21.87,63.75
2025-10-25 14:17:13,sensor_C,warehouse_1,27.31,55.51
2025-10-25 14:17:14,sensor_B,office_floor_2,20.11,48.58
2025-10-25 14:17:16,sensor_C,warehouse_1,26.43,65.05
2025-10-25 14:17:17,sensor_A,office_floor_1,23.14,66.04
2025-10-25 14:17:18,sensor_B,warehouse_1,19.29,49.42
