timestamp,sensor_id,location,temperature,humidity
2025-10-25 13:13:19,sensor_B,office_floor_1,19.78,34.99
2025-10-25 13:13:20,sensor_D,office_floor_2,26.05,57.0
2025-10-25 13:13:22,sensor_C,warehouse_1,24.81,41.36
2025-10-25 13:13:23,sensor_D,datacenter,25.48,31.29
2025-10-25 13:13:24,sensor_B,office_floor_2,27.31,57.61
2025-10-25 13:13:25,sensor_A,office_floor_1,18.51,66.72
2025-10-25 13:13:26,sensor_D,warehouse_2,19.77,61.49
2025-10-25 13:13:28,sensor_C,datacenter,22.55,41.4
2025-10-25 13:13:29,sensor_A,warehouse_1,20.4,57.3
2025-10-25 13:13:30,sensor_C,office_floor_2,25.91,65.38
2025-10-25 13:13:31,sensor_A,warehouse_2,21.26,58.35
2025-10-25 13:13:32,sensor_A,warehouse_2,22.29,59.04
2025-10-25 13:13:34,sensor_E,office_floor_2,22.56,61.22
2025-10-25 13:13:35,sensor_E,office_floor_2,26.1,57.24
2025-10-25 13:13:36,sensor_C,office_floor_2,19.69,34.37
2025-10-25 13:13:37,sensor_D,office_floor_1,19.94,56.67
2025-10-25 13:13:38,sensor_C,warehouse_2,40.85,55.53
2025-10-25 13:13:40,sensor_E,datacenter,20.7,68.1
2025-10-25 13:13:41,sensor_D,office_floor_1,19.36,35.69
2025-10-25 13:13:42,sensor_A,datacenter,25.53,68.32
2025-10-25 13:13:43,sensor_E,office_floor_1,21.07,45.46
2025-10-25 13:13:44,sensor_E,office_floor_2,25.49,46.16
2025-10-25 13:13:46,sensor_B,datacenter,24.32,35.84
2025-10-25 13:13:47,sensor_D,datacenter,19.64,61.48
2025-10-25 13:13:48,sensor_C,warehouse_2,22.07,50.92
2025-10-25 13:13:49,sensor_B,warehouse_1,39.88,62.83
2025-10-25 13:13:50,sensor_C,office_floor_2,21.8,59.01
2025-10-25 13:13:52,sensor_D,datacenter,20.55,44.28
2025-10-25 13:13:53,sensor_C,office_floor_1,20.75,43.87
2025-10-25 13:13:54,sensor_D,warehouse_2,43.32,49.34
2025-10-25 13:13:55,sensor_A,warehouse_1,24.33,45.47
2025-10-25 13:13:56,sensor_E,datacenter,25.24,55.2
2025-10-25 13:13:58,sensor_A,warehouse_2,18.54,61.56
2025-10-25 13:13:59,sensor_A,datacenter,19.41,43.81
2025-10-25 13:14:00,sensor_C,office_floor_1,20.91,45.48
2025-10-25 13:14:01,sensor_D,warehouse_2,23.03,67.17
2025-10-25 13:14:02,sensor_B,office_floor_2,22.79,55.52
2025-10-25 13:14:04,sensor_C,warehouse_2,23.28,57.71
2025-10-25 13:14:05,sensor_E,datacenter,24.61,67.16
2025-10-25 13:14:06,sensor_A,warehouse_1,23.14,67.92
2025-10-25 13:14:07,sensor_B,warehouse_1,21.91,64.49
2025-10-25 13:14:08,sensor_B,warehouse_2,19.25,34.21
2025-10-25 13:14:10,sensor_C,office_floor_2,25.4,38.53
2025-10-25 13:14:11,sensor_B,datacenter,27.51,32.09
2025-10-25 13:14:12,sensor_E,warehouse_2,27.67,44.09
2025-10-25 13:14:13,sensor_E,office_floor_1,24.5,64.55
2025-10-25 13:14:14,sensor_D,warehouse_1,24.88,54.0
2025-10-25 13:14:16,sensor_E,office_floor_2,24.36,66.63
2025-10-25 13:14:17,sensor_E,office_floor_2,26.05,54.68
2025-10-25 13:14:18,sensor_C,warehouse_1,44.67,63.8
