timestamp,sensor_id,location,temperature,humidity
2025-10-25 13:56:19,sensor_A,warehouse_1,20.37,38.84
2025-10-25 13:56:20,sensor_D,warehouse_2,24.36,37.36
2025-10-25 13:56:22,sensor_D,office_floor_2,20.12,57.31
2025-10-25 13:56:23,sensor_B,warehouse_2,21.55,60.35
2025-10-25 13:56:24,sensor_D,warehouse_1,18.54,44.18
2025-10-25 13:56:25,sensor_D,warehouse_2,18.01,59.0
2025-10-25 13:56:26,sensor_D,office_floor_1,19.89,59.28
2025-10-25 13:56:28,sensor_E,datacenter,18.49,65.82
2025-10-25 13:56:29,sensor_B,office_floor_1,22.21,33.61
2025-10-25 13:56:30,sensor_B,office_floor_2,19.64,63.99
2025-10-25 13:56:31,sensor_E,office_floor_1,19.11,33.09
2025-10-25 13:56:32,sensor_E,warehouse_2,22.77,68.29
2025-10-25 13:56:34,sensor_A,datacenter,24.53,55.01
2025-10-25 13:56:35,sensor_B,datacenter,24.0,40.87
2025-10-25 13:56:36,sensor_C,warehouse_2,20.99,64.02
2025-10-25 13:56:37,sensor_B,datacenter,25.37,47.4
2025-10-25 13:56:38,sensor_B,office_floor_2,18.76,45.93
2025-10-25 13:56:40,sensor_D,warehouse_1,27.32,32.98
2025-10-25 13:56:41,sensor_D,office_floor_1,19.78,53.14
2025-10-25 13:56:42,sensor_B,warehouse_1,23.43,57.03
2025-10-25 13:56:43,sensor_A,datacenter,20.56,51.78
2025-10-25 13:56:44,sensor_E,warehouse_1,22.61,60.07
2025-10-25 13:56:46,sensor_D,warehouse_1,18.92,54.58
2025-10-25 13:56:47,sensor_C,warehouse_1,21.85,65.12
2025-10-25 13:56:48,sensor_E,warehouse_1,36.57,58.03
2025-10-25 13:56:49,sensor_D,office_floor_1,24.8,48.47
2025-10-25 13:56:50,sensor_D,warehouse_2,25.13,64.27
2025-10-25 13:56:52,sensor_D,warehouse_1,18.07,31.06
2025-10-25 13:56:53,sensor_B,warehouse_1,20.21,34.98
2025-10-25 13:56:54,sensor_C,warehouse_2,26.74,62.99
2025-10-25 13:56:55,sensor_D,datacenter,20.88,45.99
2025-10-25 13:56:56,sensor_E,warehouse_1,24.37,61.49
2025-10-25 13:56:58,sensor_B,office_floor_1,24.18,45.16
2025-10-25 13:56:59,sensor_B,warehouse_2,27.96,55.16
2025-10-25 13:57:00,sensor_D,office_floor_2,21.56,53.93
2025-10-25 13:57:01,sensor_D,office_floor_2,22.61,65.55
2025-10-25 13:57:02,sensor_D,office_floor_1,23.53,51.03
2025-10-25 13:57:04,sensor_B,datacenter,26.39,52.49
2025-10-25 13:57:05,sensor_A,office_floor_2,25.5,37.64
2025-10-25 13:57:06,sensor_B,warehouse_1,25.26,34.92
2025-10-25 13:57:07,sensor_E,warehouse_2,19.38,30.52
2025-10-25 13:57:08,sensor_C,warehouse_2,20.14,32.48
2025-10-25 13:57:10,sensor_B,warehouse_2,21.57,52.52
2025-10-25 13:57:11,sensor_A,warehouse_1,19.21,42.87
2025-10-25 13:57:12,sensor_E,warehouse_2,19.38,33.3
2025-10-25 13:57:13,sensor_C,office_floor_2,19.12,48.94
2025-10-25 13:57:14,sensor_E,warehouse_1,27.45,37.72
2025-10-25 13:57:16,sensor_D,office_floor_1,22.47,67.4
2025-10-25 13:57:17,sensor_A,office_floor_1,37.12,42.67
2025-10-25 13:57:18,sensor_D,office_floor_1,22.62,63.83
