timestamp,sensor_id,location,temperature,humidity
2025-10-25 14:11:19,sensor_C,office_floor_1,23.73,68.25
2025-10-25 14:11:20,sensor_E,warehouse_2,22.88,56.24
2025-10-25 14:11:22,sensor_E,office_floor_1,27.8,32.06
2025-10-25 14:11:23,sensor_B,datacenter,19.59,50.87
2025-10-25 14:11:24,sensor_A,warehouse_2,20.08,37.05
2025-10-25 14:11:25,sensor_D,office_floor_1,26.53,37.67
2025-10-25 14:11:26,sensor_A,datacenter,26.6,67.52
2025-10-25 14:11:28,sensor_D,warehouse_1,21.17,55.78
2025-10-25 14:11:29,sensor_D,office_floor_1,25.86,41.6
2025-10-25 14:11:30,sensor_D,office_floor_2,24.3,63.17
2025-10-25 14:11:31,sensor_D,office_floor_1,24.95,46.95
2025-10-25 14:11:32,sensor_E,office_floor_2,19.73,51.09
2025-10-25 14:11:34,sensor_A,office_floor_1,23.8,31.55
2025-10-25 14:11:35,sensor_E,warehouse_2,26.47,61.79
2025-10-25 14:11:36,sensor_D,datacenter,23.3,52.72
2025-10-25 14:11:37,sensor_B,warehouse_2,24.59,62.75
2025-10-25 14:11:38,sensor_C,warehouse_1,18.16,50.77
2025-10-25 14:11:40,sensor_A,datacenter,18.38,51.01
2025-10-25 14:11:41,sensor_E,warehouse_1,21.62,31.95
2025-10-25 14:11:42,sensor_B,office_floor_1,20.62,47.37
2025-10-25 14:11:43,sensor_C,warehouse_1,20.35,50.35
2025-10-25 14:11:44,sensor_D,office_floor_2,27.3,65.48
2025-10-25 14:11:46,sensor_C,warehouse_1,22.72,46.78
2025-10-25 14:11:47,sensor_C,office_floor_1,25.06,36.98
2025-10-25 14:11:48,sensor_B,warehouse_1,35.49,49.38
2025-10-25 14:11:49,sensor_D,warehouse_2,22.49,59.73
2025-10-25 14:11:50,sensor_E,datacenter,22.31,65.68
2025-10-25 14:11:52,sensor_E,datacenter,27.23,39.3
2025-10-25 14:11:53,sensor_D,office_floor_2,20.27,61.39
2025-10-25 14:11:54,sensor_A,warehouse_2,19.42,39.88
2025-10-25 14:11:55,sensor_C,office_floor_2,27.85,34.21
2025-10-25 14:11:56,sensor_E,warehouse_1,23.24,65.68
2025-10-25 14:11:58,sensor_E,office_floor_1,21.42,61.7
2025-10-25 14:11:59,sensor_D,office_floor_1,24.54,49.64
2025-10-25 14:12:00,sensor_C,datacenter,26.4,49.71
2025-10-25 14:12:01,sensor_E,warehouse_2,23.75,66.28
2025-10-25 14:12:02,sensor_C,office_floor_2,27.64,68.71
2025-10-25 14:12:04,sensor_A,warehouse_1,22.11,34.49
2025-10-25 14:12:05,sensor_A,office_floor_1,23.19,47.84
2025-10-25 14:12:06,sensor_D,datacenter,19.97,44.21
2025-10-25 14:12:07,sensor_D,warehouse_2,27.61,42.68
2025-10-25 14:12:08,sensor_C,office_floor_1,20.25,58.53
2025-10-25 14:12:10,sensor_E,warehouse_1,26.49,53.46
2025-10-25 14:12:11,sensor_B,office_floor_1,22.42,40.93
2025-10-25 14:12:12,sensor_C,office_floor_2,27.17,69.81
2025-10-25 14:12:13,sensor_E,office_floor_2,19.28,69.14
2025-10-25 14:12:14,sensor_A,datacenter,24.78,60.64
2025-10-25 14:12:16,sensor_C,datacenter,27.52,57.98
2025-10-25 14:12:17,sensor_B,warehouse_1,21.36,69.56
2025-10-25 14:12:18,sensor_E,datacenter,24.04,43.9
